timestamp_ns,cam_id,corner_x,corner_y,corner_id,radius,R_cam_00,R_cam_01,R_cam_02,R_cam_10,R_cam_11,R_cam_12,R_cam_20,R_cam_21,R_cam_22,t_cam_x,t_cam_y,t_cam_z,R_obj_00,R_obj_01,R_obj_02,R_obj_10,R_obj_11,R_obj_12,R_obj_20,R_obj_21,R_obj_22,t_obj_x,t_obj_y,t_obj_z
0,0,529.46,281.56,10,1.89,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,444.83,235.96,11,2.23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,599.46,219.11,12,1.28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,680.48,265.05,13,1.41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,639.66,342.43,14,2.48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,555.56,295.83,15,1.87,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,704.99,279.25,16,2.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,782.56,325.14,17,1.84,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,745.81,402.61,18,2.18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,665.13,356.73,19,2.34,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,805.66,339.09,20,2.16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,877.77,383.48,21,2.05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,844.91,460.17,22,1.51,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,769.86,416.45,23,1.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,220.0,151.1,24,1.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,296.75,190.42,25,1.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,244.99,270.7,26,1.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,167.63,229.21,27,2.23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,321.36,203.19,28,2.11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,403.87,246.54,29,2.41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,353.88,329.08,30,1.32,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,269.92,284.07,31,1.66,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,429.84,260.36,32,1.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,515.23,306.3,33,2.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,468.0,390.23,34,0.83,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,380.43,343.31,35,1.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,541.59,320.65,36,1.91,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,626.59,367.39,37,1.88,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,582.74,451.67,38,2.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,495.11,404.75,39,2.65,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,652.34,381.69,40,1.63,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,733.94,427.47,41,1.56,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,693.73,511.09,42,1.87,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,609.33,465.91,43,2.29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,758.26,441.25,44,2.41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,834.2,484.66,45,1.85,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,797.58,566.65,46,2.51,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,718.91,524.56,47,1.44,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,151.72,254.28,48,2.23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,229.15,296.44,49,2.41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,178.67,382.74,50,2.18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,101.33,338.43,51,2.52,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,254.15,309.99,52,2.18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,338.44,355.48,53,2.76,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,288.71,443.79,54,2.29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,203.75,396.85,55,2.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,365.13,369.83,56,2.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,453.26,416.99,57,2.73,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,405.22,506.2,58,2.13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,315.71,458.45,59,2.22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,480.57,431.55,60,1.64,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,568.91,478.45,61,1.69,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,523.31,567.38,62,1.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,433.05,520.8,63,1.58,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,595.74,492.64,64,2.28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,680.92,537.54,65,1.91,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,638.22,625.07,66,1.74,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,550.8,581.34,67,2.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,706.35,550.89,68,2.22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,785.8,592.48,69,2.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,746.12,677.62,70,1.96,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,664.35,637.94,71,2.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,86.38,364.96,72,2.14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,163.59,409.91,73,2.35,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,116.72,499.22,74,1.72,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,40.24,452.37,75,1.59,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,188.66,424.18,76,1.99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,273.68,471.52,77,2.29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,226.45,562.42,78,1.74,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,141.64,513.97,79,1.86,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,300.74,486.26,80,2.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,390.52,534.13,81,2.03,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
0,0,343.71,625.4,82,1.27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700165516357605,-0.4405739325489544,-0.2212821950319766,0.466187591813661,0.8812020689069763,0.07843496027310984,0.1604379291776098,-0.17139872727769692,0.9720504859156165,-0.5,-0.6,1.0
